sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.3571385,1.0,0.26806277,1,0.14885189
1,26,0,1,0,0,0,1,0,0.0,1.0,0.49179733,0.0,0.61637443,1,0.39360687
1,37,0,1,0,0,0,9,0,0.0,1.0,0.33712196,1.0,0.31681693,1,0.13131918
1,26,0,1,0,0,0,2,0,1.0,1.0,0.43139923,1.0,0.4772467,1,0.2725105
1,30,0,1,4,0,0,12,0,1.0,1.0,0.2241652,1.0,0.19012958,1,0.05020439
1,32,0,1,1,0,0,2,1,1.0,1.0,0.32910705,0.0,0.5452727,0,0.5060444
0,24,2,1,0,0,0,2,0,1.0,1.0,0.4625644,1.0,0.34475064,1,0.18112503
0,21,2,1,0,0,0,0,1,0.0,1.0,0.47648293,0.0,0.53770155,0,0.9152199
1,57,1,0,0,0,0,1,0,0.0,0.0,0.80030686,0.0,0.76906025,0,0.9569041
1,28,0,1,0,0,0,0,1,1.0,0.0,0.6356927,0.0,0.6628351,0,0.9600338
0,20,2,1,0,0,1,0,1,1.0,1.0,0.24138224,1.0,0.396882,1,0.42670047
1,31,0,0,0,0,0,8,1,0.0,1.0,0.33887112,1.0,0.28479868,1,0.13675156
1,26,0,0,0,0,0,0,1,0.0,0.0,0.621816,0.0,0.64127856,0,0.9561775
1,47,1,1,0,0,0,5,0,0.0,0.0,0.59147006,0.0,0.52835333,1,0.2741524
1,44,0,0,0,0,0,4,1,0.0,0.0,0.5759989,0.0,0.6135621,0,0.5217595
1,29,0,0,0,0,0,0,1,0.0,0.0,0.68678844,0.0,0.6754322,0,0.961354
1,27,0,1,0,0,0,4,0,1.0,1.0,0.37148023,1.0,0.28572583,1,0.1731743
1,28,0,1,0,0,0,0,1,0.0,0.0,0.6356927,0.0,0.6628351,0,0.9600338
1,23,2,1,0,0,0,2,0,1.0,1.0,0.35478175,1.0,0.34624147,1,0.102444045
1,35,0,1,0,0,0,6,0,1.0,1.0,0.40871632,1.0,0.3458659,1,0.21126339
1,30,0,0,0,0,0,0,1,0.0,0.0,0.7038162,0.0,0.69004583,0,0.9625866
1,28,0,1,0,0,0,0,1,0.0,0.0,0.6356927,0.0,0.6628351,0,0.9600338
1,28,0,1,0,0,0,1,1,1.0,0.0,0.53101313,0.0,0.6733587,0,0.5855208
0,27,0,0,0,0,0,2,0,0.0,1.0,0.49576586,0.0,0.5393072,1,0.33239004
1,32,0,1,0,0,0,8,0,1.0,1.0,0.32574904,1.0,0.27813,1,0.111344494
0,24,2,1,0,0,0,0,0,1.0,0.0,0.65489686,0.0,0.63619196,0,0.9410788
1,28,0,0,0,0,0,8,0,1.0,1.0,0.28278023,1.0,0.2299273,1,0.073468186
0,39,0,1,0,0,0,3,0,1.0,0.0,0.5800601,0.0,0.61104393,1,0.47884786
1,22,2,0,0,0,1,1,0,0.0,0.0,0.57733154,1.0,0.448386,1,0.013194736
1,39,0,0,0,0,0,1,0,0.0,0.0,0.66746795,0.0,0.7161968,0,0.86220723
1,29,0,1,0,0,0,0,0,0.0,0.0,0.7069446,0.0,0.65717196,0,0.9582384
0,45,1,0,0,0,0,0,1,0.0,0.0,0.86474836,0.0,0.8562263,0,0.97156996
0,26,0,1,0,0,0,1,1,0.0,0.0,0.5568565,0.0,0.6723152,0,0.57073855
0,45,1,0,0,0,0,1,1,0.0,0.0,0.7594455,0.0,0.750545,0,0.9491438
1,52,1,0,0,0,0,1,0,0.0,0.0,0.76320904,0.0,0.7894843,0,0.9372471
