sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.35713357,1.0,0.30309212,1,0.27941766
1,26,0,1,0,0,0,1,0,0.0,1.0,0.49181944,0.0,0.6086528,1,0.4102956
1,37,0,1,0,0,0,9,0,0.0,1.0,0.33711362,1.0,0.28903496,1,0.2749056
1,26,0,1,0,0,0,2,0,1.0,1.0,0.43141258,1.0,0.4934011,1,0.33609697
1,30,0,1,4,0,0,12,0,1.0,1.0,0.2241264,1.0,0.23707551,1,0.29599273
1,32,0,1,1,0,0,2,1,1.0,1.0,0.32911026,1.0,0.26961476,0,0.512486
0,24,2,1,0,0,0,2,0,1.0,1.0,0.4625867,1.0,0.39444816,1,0.242852
0,21,2,1,0,0,0,0,1,0.0,1.0,0.47652018,0.0,0.5019983,0,0.822854
1,57,1,0,0,0,0,1,0,0.0,0.0,0.80030954,0.0,0.76641184,0,0.70936716
1,28,0,1,0,0,0,0,1,1.0,0.0,0.63570076,0.0,0.7011752,0,0.8582002
0,20,2,1,0,0,1,0,1,1.0,1.0,0.2413193,1.0,0.43446976,0,0.7341648
1,31,0,0,0,0,0,8,1,0.0,1.0,0.3388592,1.0,0.33257604,1,0.2994289
1,26,0,0,0,0,0,0,1,0.0,0.0,0.6218106,0.0,0.6747438,0,0.85591996
1,47,1,1,0,0,0,5,0,0.0,0.0,0.5914724,0.0,0.53795797,1,0.4669282
1,44,0,0,0,0,0,4,1,0.0,0.0,0.5760045,0.0,0.6025387,0,0.5038275
1,29,0,0,0,0,0,0,1,0.0,0.0,0.6867818,0.0,0.71111095,0,0.8590713
1,27,0,1,0,0,0,4,0,1.0,1.0,0.37148136,1.0,0.33435345,1,0.28761742
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63570076,0.0,0.7011752,0,0.8582002
1,23,2,1,0,0,0,2,0,1.0,1.0,0.3547979,1.0,0.3563612,1,0.23611002
1,35,0,1,0,0,0,6,0,1.0,1.0,0.4087103,1.0,0.36912185,1,0.30319718
1,30,0,0,0,0,0,0,1,0.0,0.0,0.7038094,0.0,0.7208712,0,0.85993147
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63570076,0.0,0.7011752,0,0.8582002
1,28,0,1,0,0,0,1,1,1.0,0.0,0.5310283,0.0,0.6819626,0,0.52170783
0,27,0,0,0,0,0,2,0,0.0,1.0,0.49578035,0.0,0.51711714,1,0.35041454
1,32,0,1,0,0,0,8,0,1.0,1.0,0.3257336,1.0,0.2665174,1,0.26815745
