sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.35713416,1.0,0.3175766,1,0.31153482
1,26,0,1,0,0,0,1,0,0.0,1.0,0.49180245,0.0,0.61718357,1,0.39945188
1,37,0,1,0,0,0,9,0,0.0,1.0,0.33711493,1.0,0.32116985,1,0.3196933
1,26,0,1,0,0,0,2,0,1.0,1.0,0.43140268,1.0,0.47367382,1,0.3578971
1,30,0,1,4,0,0,12,0,1.0,1.0,0.22413564,1.0,0.28674388,1,0.32563925
1,32,0,1,1,0,0,2,1,1.0,1.0,0.32911694,1.0,0.22585046,1,0.4144435
0,24,2,1,0,0,0,2,0,1.0,1.0,0.46257883,0.0,0.5240474,1,0.37132657
0,21,2,1,0,0,0,0,1,0.0,1.0,0.4765126,0.0,0.6514275,0,0.7430241
1,57,1,0,0,0,0,1,0,0.0,0.0,0.8003042,0.0,0.7568808,0,0.7074325
1,28,0,1,0,0,0,0,1,1.0,0.0,0.6356906,0.0,0.68288046,0,0.7451046
0,20,2,1,0,0,1,0,1,1.0,1.0,0.24136019,0.0,0.54720885,0,0.68136865
1,31,0,0,0,0,0,8,1,0.0,1.0,0.33886844,1.0,0.33744717,1,0.32272336
1,26,0,0,0,0,0,0,1,0.0,0.0,0.6218109,0.0,0.6584815,0,0.7417997
1,47,1,1,0,0,0,5,0,0.0,0.0,0.5914703,0.0,0.640545,0,0.54093903
1,44,0,0,0,0,0,4,1,0.0,0.0,0.57599926,0.0,0.6564158,0,0.51169163
1,29,0,0,0,0,0,0,1,0.0,0.0,0.6867821,0.0,0.6921461,0,0.74627364
1,27,0,1,0,0,0,4,0,1.0,1.0,0.3714794,1.0,0.33385366,1,0.318727
1,28,0,1,0,0,0,0,1,0.0,0.0,0.6356906,0.0,0.68288046,0,0.7451046
1,23,2,1,0,0,0,2,0,1.0,1.0,0.35478824,1.0,0.2695815,1,0.28835145
1,35,0,1,0,0,0,6,0,1.0,1.0,0.40871072,1.0,0.40663624,1,0.3499693
1,30,0,0,0,0,0,0,1,0.0,0.0,0.7038093,0.0,0.70129627,0,0.74738246
1,28,0,1,0,0,0,0,1,0.0,0.0,0.6356906,0.0,0.68288046,0,0.7451046
1,28,0,1,0,0,0,1,1,1.0,0.0,0.53101707,0.0,0.60396206,1,0.47763026
0,27,0,0,0,0,0,2,0,0.0,1.0,0.49577284,0.0,0.561125,1,0.45463365
1,32,0,1,0,0,0,8,0,1.0,1.0,0.3257382,1.0,0.29496515,1,0.30464137
0,24,2,1,0,0,0,0,0,1.0,0.0,0.65487957,0.0,0.6896231,0,0.74579096
1,28,0,0,0,0,0,8,0,1.0,1.0,0.2827767,1.0,0.21729589,1,0.28693345
0,39,0,1,0,0,0,3,0,1.0,0.0,0.58006847,0.0,0.61767054,0,0.5628365
1,22,2,0,0,0,1,1,0,0.0,0.0,0.57734597,1.0,0.31786674,1,0.28412923
1,39,0,0,0,0,0,1,0,0.0,0.0,0.66747296,0.0,0.77527905,0,0.54019433
