sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.3571278,1.0,0.25567478,1,0.01459249
1,26,0,1,0,0,0,1,0,0.0,1.0,0.4918115,0.0,0.6583452,1,0.494184
1,37,0,1,0,0,0,9,0,0.0,1.0,0.3371144,1.0,0.36160904,1,0.015191717
1,26,0,1,0,0,0,2,0,1.0,1.0,0.43140602,0.0,0.520067,1,0.18576725
1,30,0,1,4,0,0,12,0,1.0,1.0,0.22413832,1.0,0.25033778,1,0.0073454613
1,32,0,1,1,0,0,2,1,1.0,1.0,0.3290925,1.0,0.26662028,1,0.09833672
0,24,2,1,0,0,0,2,0,1.0,1.0,0.46257895,1.0,0.42657983,1,0.024049614
0,21,2,1,0,0,0,0,1,0.0,1.0,0.47650588,0.0,0.59339017,0,0.8531315
1,57,1,0,0,0,0,1,0,0.0,0.0,0.80030596,0.0,0.75414294,0,0.9891616
1,28,0,1,0,0,0,0,1,1.0,0.0,0.6356988,0.0,0.6894218,0,0.99134094
0,20,2,1,0,0,1,0,1,1.0,1.0,0.24132043,1.0,0.4481235,1,0.14355981
1,31,0,0,0,0,0,8,1,0.0,1.0,0.3388561,1.0,0.2862401,1,0.029500451
1,26,0,0,0,0,0,0,1,0.0,0.0,0.62180305,0.0,0.6736053,0,0.99091864
1,47,1,1,0,0,0,5,0,0.0,0.0,0.59147096,0.0,0.6190814,0,0.612375
1,44,0,0,0,0,0,4,1,0.0,0.0,0.5760033,0.0,0.6578014,0,0.7645425
1,29,0,0,0,0,0,0,1,0.0,0.0,0.6867729,0.0,0.6958857,0,0.991488
1,27,0,1,0,0,0,4,0,1.0,1.0,0.371476,1.0,0.28137177,1,0.022837827
1,28,0,1,0,0,0,0,1,0.0,0.0,0.6356988,0.0,0.6894218,0,0.99134094
1,23,2,1,0,0,0,2,0,1.0,1.0,0.35478532,1.0,0.3320796,1,0.011741756
1,35,0,1,0,0,0,6,0,1.0,1.0,0.4087072,1.0,0.4066323,1,0.045230623
1,30,0,0,0,0,0,0,1,0.0,0.0,0.7038005,0.0,0.70261633,0,0.9916276
1,28,0,1,0,0,0,0,1,0.0,0.0,0.6356988,0.0,0.6894218,0,0.99134094
1,28,0,1,0,0,0,1,1,1.0,0.0,0.53101766,0.0,0.6852826,0,0.7686684
0,27,0,0,0,0,0,2,0,0.0,1.0,0.4957797,0.0,0.6239264,1,0.40606466
1,32,0,1,0,0,0,8,0,1.0,1.0,0.32573056,1.0,0.26471955,1,0.01004882
0,24,2,1,0,0,0,0,0,1.0,0.0,0.6548785,0.0,0.6121522,0,0.9220309
1,28,0,0,0,0,0,8,0,1.0,1.0,0.28276348,1.0,0.16243792,1,0.005279408
0,39,0,1,0,0,0,3,0,1.0,0.0,0.5800606,0.0,0.56619,0,0.7110063
1,22,2,0,0,0,1,1,0,0.0,0.0,0.57734334,1.0,0.37017155,1,0.005181831
1,39,0,0,0,0,0,1,0,0.0,0.0,0.66748375,0.0,0.67889965,0,0.85636055
1,29,0,1,0,0,0,0,0,0.0,0.0,0.70694345,0.0,0.6824131,0,0.9902137
0,45,1,0,0,0,0,0,1,0.0,0.0,0.8647497,0.0,0.8577944,0,0.9936738
0,26,0,1,0,0,0,1,1,0.0,0.0,0.5568677,0.0,0.72734004,0,0.81767166
0,45,1,0,0,0,0,1,1,0.0,0.0,0.75942063,0.0,0.74405617,0,0.98895735
1,52,1,0,0,0,0,1,0,0.0,0.0,0.76321733,0.0,0.7298398,0,0.9871055
1,51,1,1,0,0,0,1,0,0.0,0.0,0.7238418,0.0,0.7260464,0,0.9865441
0,29,0,0,0,0,0,1,0,1.0,0.0,0.5822376,0.0,0.6820551,0,0.74093026
1,31,0,1,0,0,0,13,1,1.0,1.0,0.29584372,1.0,0.19318718,1,0.008690283
1,47,1,0,0,0,0,0,1,0.0,0.0,0.83537376,0.0,0.85725224,0,0.9935314
1,21,2,0,0,0,0,0,0,0.0,0.0,0.5536572,1.0,0.3991931,1,0.3727921
1,43,0,1,0,0,0,7,0,0.0,1.0,0.4304372,1.0,0.4392566,1,0.091717795
1,21,2,0,0,0,0,1,0,0.0,1.0,0.3327585,1.0,0.41456705,1,0.017731141
1,20,2,1,1,0,0,1,0,1.0,1.0,0.13799304,1.0,0.11595625,1,0.0035321298
0,42,0,0,0,0,0,3,0,0.0,0.0,0.5810394,0.0,0.5883435,0,0.7677869
