sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid,AL_prediction,AL_prediction_proba,GL_prediction,GL_prediction_proba,GD_prediction,GD_prediction_proba
1,28,0,1,0,0,0,5,0,0.0,1.0,0.357131,1.0,0.32363677,1,0.14962484
1,26,0,1,0,0,0,1,0,0.0,1.0,0.49181223,0.0,0.61883557,0,0.5899411
1,37,0,1,0,0,0,9,0,0.0,1.0,0.33711147,1.0,0.2630514,1,0.10406012
1,26,0,1,0,0,0,2,0,1.0,1.0,0.43140638,1.0,0.4720686,1,0.46076173
1,30,0,1,4,0,0,12,0,1.0,1.0,0.22413474,1.0,0.24454969,1,0.015561257
1,32,0,1,1,0,0,2,1,1.0,1.0,0.32911432,1.0,0.26873463,1,0.022684125
0,24,2,1,0,0,0,2,0,1.0,1.0,0.46257508,1.0,0.43438756,1,0.43412134
0,21,2,1,0,0,0,0,1,0.0,1.0,0.47649747,0.0,0.67139375,0,0.66254205
1,57,1,0,0,0,0,1,0,0.0,0.0,0.8003108,0.0,0.78233224,0,0.97964203
1,28,0,1,0,0,0,0,1,1.0,0.0,0.63569653,0.0,0.6411682,0,0.96167994
0,20,2,1,0,0,1,0,1,1.0,1.0,0.24134213,1.0,0.47995275,1,0.21937938
1,31,0,0,0,0,0,8,1,0.0,1.0,0.33885717,1.0,0.31198555,1,0.114166886
1,26,0,0,0,0,0,0,1,0.0,0.0,0.62180567,0.0,0.5828598,0,0.94411457
1,47,1,1,0,0,0,5,0,0.0,0.0,0.59147227,0.0,0.58752114,0,0.6882272
1,44,0,0,0,0,0,4,1,0.0,0.0,0.5760083,0.0,0.6337009,0,0.67273664
1,29,0,0,0,0,0,0,1,0.0,0.0,0.6867784,0.0,0.6732336,0,0.9654138
1,27,0,1,0,0,0,4,0,1.0,1.0,0.37147856,1.0,0.3326227,1,0.19316961
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63569653,0.0,0.6411682,0,0.96167994
1,23,2,1,0,0,0,2,0,1.0,1.0,0.35478926,1.0,0.30388725,1,0.108287565
1,35,0,1,0,0,0,6,0,1.0,1.0,0.40870637,1.0,0.35916954,1,0.22043195
1,30,0,0,0,0,0,0,1,0.0,0.0,0.70380646,0.0,0.6984078,0,0.9681786
1,28,0,1,0,0,0,0,1,0.0,0.0,0.63569653,0.0,0.6411682,0,0.96167994
1,28,0,1,0,0,0,1,1,1.0,0.0,0.5310198,0.0,0.68222433,0,0.6667271
0,27,0,0,0,0,0,2,0,0.0,1.0,0.49577564,0.0,0.60302985,0,0.6191943
1,32,0,1,0,0,0,8,0,1.0,1.0,0.32573116,1.0,0.26162475,1,0.09153652
0,24,2,1,0,0,0,0,0,1.0,0.0,0.65487885,0.0,0.6108221,0,0.95368016
1,28,0,0,0,0,0,8,0,1.0,1.0,0.28276676,1.0,0.24027354,1,0.05160067
0,39,0,1,0,0,0,3,0,1.0,0.0,0.5800607,0.0,0.63284945,0,0.7663477
1,22,2,0,0,0,1,1,0,0.0,0.0,0.5773319,1.0,0.44201255,1,0.042035468
1,39,0,0,0,0,0,1,0,0.0,0.0,0.66748106,0.0,0.70786166,0,0.74616224
1,29,0,1,0,0,0,0,0,0.0,0.0,0.70694137,0.0,0.66588795,0,0.96509516
0,45,1,0,0,0,0,0,1,0.0,0.0,0.86475086,0.0,0.8585225,0,0.9813803
0,26,0,1,0,0,0,1,1,0.0,0.0,0.55686694,0.0,0.71459526,0,0.7206188
0,45,1,0,0,0,0,1,1,0.0,0.0,0.75942737,0.0,0.7664701,0,0.9803454
1,52,1,0,0,0,0,1,0,0.0,0.0,0.7632187,0.0,0.8006006,0,0.96903896
1,51,1,1,0,0,0,1,0,0.0,0.0,0.72384393,0.0,0.7986541,0,0.96561104
0,29,0,0,0,0,0,1,0,1.0,0.0,0.5822312,0.0,0.71110946,0,0.7344942
1,31,0,1,0,0,0,13,1,1.0,1.0,0.29583997,1.0,0.20006186,1,0.033235103
1,47,1,0,0,0,0,0,1,0.0,0.0,0.835377,0.0,0.8371968,0,0.9808405
1,21,2,0,0,0,0,0,0,0.0,0.0,0.55365646,1.0,0.41262215,1,0.28161132
1,43,0,1,0,0,0,7,0,0.0,1.0,0.43043113,1.0,0.39205503,1,0.24469773
1,21,2,0,0,0,0,1,0,0.0,1.0,0.33275658,1.0,0.3770551,1,0.12803899
1,20,2,1,1,0,0,1,0,1.0,1.0,0.13798761,1.0,0.09410262,1,0.01626029
0,42,0,0,0,0,0,3,0,0.0,0.0,0.5810363,0.0,0.6155282,0,0.8053448
0,42,0,1,0,0,0,2,1,0.0,0.0,0.7665876,0.0,0.73783267,0,0.90432537
0,32,0,1,0,0,0,0,0,0.0,0.0,0.73599905,0.0,0.7567685,0,0.9780919
1,36,0,0,0,0,0,9,1,1.0,1.0,0.37396133,1.0,0.31034005,1,0.13462956
1,63,1,1,0,0,0,1,0,0.0,0.0,0.77588755,0.0,0.7647104,0,0.98384804
0,28,0,1,0,0,0,3,0,1.0,1.0,0.46473926,1.0,0.49903774,0,0.5272141
1,55,1,0,0,0,0,0,0,0.0,0.0,0.9052351,0.0,0.8727104,0,0.9813421
1,24,2,0,0,0,2,1,0,0.0,0.0,0.67178917,1.0,0.47279912,1,0.051355872
1,62,1,1,0,0,0,15,0,0.0,1.0,0.46925443,1.0,0.3600948,1,0.11268707
1,30,0,1,0,0,0,0,0,0.0,0.0,0.7200426,0.0,0.6952584,0,0.9677793
0,61,1,1,0,0,0,1,0,1.0,0.0,0.7693025,0.0,0.6806178,0,0.9851273
